Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2020-01-14,145.05,146.61,144.73,146.52,6395027.0,0.0,1.0,145.05,146.61,144.73,146.52,6395027.0
2020-01-13,145.48,145.79,144.72,145.7,4593245.0,0.0,1.0,145.48,145.79,144.72,145.7,4593245.0
2020-01-10,145.75,146.18,144.9,145.06,5042624.0,0.0,1.0,145.75,146.18,144.9,145.06,5042624.0
2020-01-09,145.76,146.03,144.99,145.39,6112742.0,0.0,1.0,145.76,146.03,144.99,145.39,6112742.0
2020-01-08,144.87,145.98,143.7,144.96,6605760.0,0.0,1.0,144.87,145.98,143.7,144.96,6605760.0
2020-01-07,144.01,145.45,141.38,144.98,7385397.0,0.0,1.0,144.01,145.45,141.38,144.98,7385397.0
2020-01-06,144.0,144.2,142.85,144.1,7730593.0,0.0,1.0,144.0,144.2,142.85,144.1,7730593.0
2020-01-03,143.5,145.373,143.0,144.28,5752392.0,0.0,1.0,143.5,145.373,143.0,144.28,5752392.0
2020-01-02,145.87,146.02,145.08,145.97,5776962.0,0.0,1.0,145.87,146.02,145.08,145.97,5776962.0
2019-12-31,145.1,146.01,144.78,145.87,4434991.0,0.0,1.0,145.1,146.01,144.78,145.87,4434991.0
2019-12-30,145.78,146.2,145.03,145.3,2923349.0,0.0,1.0,145.78,146.2,145.03,145.3,2923349.0
2019-12-27,146.2,146.55,145.54,145.75,3432681.0,0.0,1.0,146.2,146.55,145.54,145.75,3432681.0
2019-12-26,145.97,146.1827,145.16,145.83,3019298.0,0.0,1.0,145.97,146.1827,145.16,145.83,3019298.0
2019-12-24,146.0,146.01,145.26,145.93,4238924.0,0.0,1.0,146.0,146.01,145.26,145.93,4238924.0
2019-12-23,145.74,146.76,145.3401,146.44,6558748.0,0.0,1.0,145.74,146.76,145.3401,146.44,6558748.0
2019-12-20,146.88,147.84,144.8,146.06,14482499.0,0.0,1.0,146.88,147.84,144.8,146.06,14482499.0
