otu_id,otu_label,2019
1,AXP,0.345137911
2,CAT,0.224047191
3,DIS,0.354286012
4,HD,0.321671576
5,IBM,0.254028715
6,INTC,0.334602054
7,JNJ,0.161807042
8,JPM,0.498299325
9,KO,0.216674684
10,MCD,0.153738364
11,MMM,-0.028728052
12,MRK,0.240808418
13,MSFT,0.602179243
14,PG,0.410639971
15,UTX,0.447480829
16,WMT,0.323038131
17,XOM,0.085896951
